Entity,Code,Day,2021,2020,"Projected, 2020",2015,2016,2017,2018,2019,2022,2023
Bermuda,BMU,2020-09-30,98,63,40.1,36,40,34,32,39,46,31
Bermuda,BMU,2020-10-31,77,33,44.7,39,41,41,48,35,45,60
Bermuda,BMU,2020-11-30,57,45,42.9,31,33,39,46,46,46,56
Bermuda,BMU,2020-12-31,54,45,45.5,28,39,45,54,42,55,59
Bhutan,BTN,2020-01-31,296,322,323.1,,,,,323,344,355
Bhutan,BTN,2020-02-29,269,289,251.1,,,,,251,310,303
Bhutan,BTN,2020-03-31,277,273,303.1,,,,,303,318,256
Bhutan,BTN,2020-04-30,262,240,233.1,,,,,233,333,267
Bhutan,BTN,2020-05-31,252,223,255.1,,,,,255,296,299
Bhutan,BTN,2020-06-30,266,214,281.1,,,,,281,254,296
Bhutan,BTN,2020-07-31,241,224,247.1,,,,,247,270,321
Bhutan,BTN,2020-08-31,256,249,257.1,,,,,257,280,291
Bhutan,BTN,2020-09-30,226,274,255.1,,,,,255,251,257
Bhutan,BTN,2020-10-31,246,262,249.1,,,,,249,304,331
Bhutan,BTN,2020-11-30,289,284,232.1,,,,,232,341,285
Bhutan,BTN,2020-12-31,312,255,334.1,,,,,334,304,318
Bolivia,BOL,2020-01-31,10243,5016,4554.6,4225,4597,4260,4322,4626,10039,
Bolivia,BOL,2020-02-29,7579,4641,4126.6,3697,4195,3836,4124,4038,,
Bolivia,BOL,2020-03-31,6186,5014,4471.2,4215,4273,4405,4255,4465,,
Bolivia,BOL,2020-04-30,5817,3608,4278.8,4029,4115,4279,4060,4168,,
Bolivia,BOL,2020-05-31,9296,5065,4557.4,4315,4538,4411,4423,4357,,
Bolivia,BOL,2020-06-30,10881,9528,4681.2,4350,4724,4412,4583,4594,,
Bolivia,BOL,2020-07-31,7834,17007,4705.6,4529,4417,4372,4717,4750,,
Bolivia,BOL,2020-08-31,6249,8809,4572.8,4310,4294,4248,4655,4614,,
Bolivia,BOL,2020-09-30,5202,5572,4353.6,4146,4052,4211,4260,4356,,
Bolivia,BOL,2020-10-31,5179,5288,4443.8,4321,4216,4264,4255,4420,,
Bolivia,BOL,2020-11-30,5340,4936,4252.2,4056,4158,3960,4258,4086,,
Bolivia,BOL,2020-12-31,6739,5128,4541.8,4285,4297,4188,4476,4720,,
Bosnia and Herzegovina,BIH,2020-01-31,3452,2800,3398.8,4082,3539,3443,2774,3444,3985,3071
Bosnia and Herzegovina,BIH,2020-02-29,3454,3203,3315.2,3464,3139,3372,3377,3512,5060,2974
Bosnia and Herzegovina,BIH,2020-03-31,4787,2970,3366.2,3657,3360,3223,3640,3239,3931,3270
Bosnia and Herzegovina,BIH,2020-04-30,6051,3207,3011,3257,2995,2783,3186,3122,2970,2771
Bosnia and Herzegovina,BIH,2020-05-31,4223,2938,2998.8,3059,2941,3078,2964,3240,3000,2929
Bosnia and Herzegovina,BIH,2020-06-30,3276,2953,2764.6,2831,2866,2899,2698,2817,2705,2598
Bosnia and Herzegovina,BIH,2020-07-31,3067,3066,2809,3150,2732,2766,2716,2969,2779,2701
Bosnia and Herzegovina,BIH,2020-08-31,3019,3329,2853.8,2823,2851,2975,3003,2905,3182,2781
Bosnia and Herzegovina,BIH,2020-09-30,3779,3459,2669.6,2767,2725,2637,2824,2683,3075,2712
Bosnia and Herzegovina,BIH,2020-10-31,4125,3506,3014.8,3015,3095,2958,3124,3170,2864,2785
Bosnia and Herzegovina,BIH,2020-11-30,4615,5410,2936,3001,2994,3115,2895,2963,2887,2966
Bosnia and Herzegovina,BIH,2020-12-31,4655,5962,3069.4,3044,3334,3087,3104,3066,3227,2876
Brazil,BRA,2020-01-31,151728,110932,111655.7,106695,106199,105899,106838,110373,166126,119742
Brazil,BRA,2020-02-29,137029,104255,101103.5,90612,102818,97082,94994,97737,133972,107506
Brazil,BRA,2020-03-31,209406,117888,112833.5,102473,111631,108850,109390,109549,121423,122717
Brazil,BRA,2020-04-30,196654,123596,112959.5,105114,112127,107063,107849,110370,116992,123434
Brazil,BRA,2020-05-31,182945,154511,120041.9,114042,115315,114774,115068,118736,131226,132061
Brazil,BRA,2020-06-30,172187,140663,119786.5,109240,117216,114324,116967,118911,135693,131328
Brazil,BRA,2020-07-31,158549,145262,124114.1,112975,118151,122610,119675,124885,137561,133682
Brazil,BRA,2020-08-31,143594,141329,117867.9,107510,111120,114698,115169,118568,126129,125647
Brazil,BRA,2020-09-30,125984,127115,111368.9,103152,102873,107336,108897,112312,118621,120802
Brazil,BRA,2020-10-31,125180,128797,112673.3,104756,107472,109666,107666,111532,120206,123001
Brazil,BRA,2020-11-30,119930,122598,106825.1,100873,99625,102390,103328,105635,115041,123878
Brazil,BRA,2020-12-31,132436,139878,112855.3,106733,105227,107971,110878,111193,121276,121855
Brunei,BRN,2020-01-31,124,183,156.2,120,148,155,168,140,195,170
Brunei,BRN,2020-02-29,145,151,135,97,117,131,130,150,139,163
Brunei,BRN,2020-03-31,159,151,149.8,140,129,148,142,140,274,176
Brunei,BRN,2020-04-30,148,138,147.6,121,125,126,159,157,197,165
Brunei,BRN,2020-05-31,140,136,147.2,137,128,136,137,148,185,176
Brunei,BRN,2020-06-30,164,182,127.4,125,127,105,99,131,214,158
Brunei,BRN,2020-07-31,155,140,148.8,134,111,173,124,152,189,164
Brunei,BRN,2020-08-31,54,148,157.4,131,165,166,139,136,215,156
Brunei,BRN,2020-09-30,59,122,154.6,147,138,144,124,170,180,170
Brunei,BRN,2020-10-31,132,133,160.2,142,166,151,160,132,206,154
Brunei,BRN,2020-11-30,313,128,133.4,115,129,139,98,136,168,177
Brunei,BRN,2020-12-31,272,140,151.2,138,149,122,132,165,160,174
Bulgaria,BGR,2020-01-05,2628,2091,2565.9,2501,2441,3174,2274,2530,3170,2304
Bulgaria,BGR,2020-01-12,2489,2262,2556.9,2512,2283,3220,2166,2694,3166,2268
Bulgaria,BGR,2020-01-19,2525,2166,2510.7,2419,2280,2817,2374,2754,3276,2380
Bulgaria,BGR,2020-01-26,2464,2375,2490.7,2339,2367,2627,2362,2849,3501,2105
Bulgaria,BGR,2020-02-02,2388,2414,2442.3,2335,2303,2526,2564,2574,3649,2056
Bulgaria,BGR,2020-02-09,2371,2328,2294.9,2295,2222,2349,2454,2245,3651,2152
Bulgaria,BGR,2020-02-16,2494,2286,2278.3,2341,2103,2357,2381,2300,3470,2261
Bulgaria,BGR,2020-02-23,2589,2142,2269.1,2535,2093,2310,2235,2263,3046,2087
Bulgaria,BGR,2020-03-01,2755,2152,2261.9,2561,1957,2141,2468,2273,2712,1980
Bulgaria,BGR,2020-03-08,3020,2011,2250.7,2469,2091,2233,2384,2167,2671,1926
Bulgaria,BGR,2020-03-15,3391,2000,2184.3,2438,2096,2117,2238,2123,2442,1956
Bulgaria,BGR,2020-03-22,3686,1970,2145.3,2362,2025,2118,2162,2150,2504,1919
Bulgaria,BGR,2020-03-29,4044,1999,2124.7,2374,2100,2100,2060,2080,2394,1972
Bulgaria,BGR,2020-04-05,3787,1951,2114.3,2265,2125,2084,2076,2112,2311,1834
Bulgaria,BGR,2020-04-12,3738,1920,2056.3,2265,1925,2028,2062,2092,2148,1892
Bulgaria,BGR,2020-04-19,3437,2024,2048.1,2242,1944,2118,1992,2035,2059,1970
Bulgaria,BGR,2020-04-26,3139,1981,2034.3,2135,1968,2035,2073,2051,2144,1862
Bulgaria,BGR,2020-05-03,2801,1891,1994.9,2161,2031,1956,1936,1981,1893,1853
Bulgaria,BGR,2020-05-10,2552,1913,2012.3,2106,2054,1985,1887,2120,2024,1834
Bulgaria,BGR,2020-05-17,2362,2087,1951.5,1981,1990,1977,1920,1980,1983,1842
Bulgaria,BGR,2020-05-24,2184,1898,1956.9,1984,2010,1985,1895,2001,1975,1915
Bulgaria,BGR,2020-05-31,2098,1799,1935.5,1837,1992,2054,1918,1967,1900,1836
Bulgaria,BGR,2020-06-07,2054,1922,1900.7,1969,1782,1960,1952,1931,1767,1834
Bulgaria,BGR,2020-06-14,2030,1951,1916.3,1980,2012,1917,1771,1992,1780,1692
Bulgaria,BGR,2020-06-21,2291,1930,1943.5,1904,2143,1957,1777,2027,1858,1938
Bulgaria,BGR,2020-06-28,2139,1904,1941.1,1838,1959,2294,1795,1910,1873,1631
Bulgaria,BGR,2020-07-05,2099,2138,1879.9,1825,1806,2010,1896,1953,1860,1726
Bulgaria,BGR,2020-07-12,2091,2043,1922.5,2028,1966,1923,1966,1820,1928,1918
Bulgaria,BGR,2020-07-19,1936,1846,1854.9,1900,1826,1797,1975,1867,2003,2075
Bulgaria,BGR,2020-07-26,2104,1987,1953.1,2101,1901,1916,1977,1961,2164,1818
Bulgaria,BGR,2020-08-02,2242,2161,1944.9,2138,1971,1946,1904,1856,2155,1801
Bulgaria,BGR,2020-08-09,2243,2059,1916.3,1999,1806,2062,1909,1896,2054,1689
Bulgaria,BGR,2020-08-16,2085,1975,1840.9,1939,1804,1772,1860,1920,2073,1764
Bulgaria,BGR,2020-08-23,2348,1911,1816.1,1784,1865,1763,1825,1934,1984,1903
Bulgaria,BGR,2020-08-30,2479,1937,1799.7,1838,1759,1805,1826,1861,1862,1731
Bulgaria,BGR,2020-09-06,2658,1946,1797.7,1975,1756,1766,1845,1737,1937,1628
Bulgaria,BGR,2020-09-13,2900,1912,1798.9,1727,1819,1944,1844,1751,1903,1718
Bulgaria,BGR,2020-09-20,2776,1849,1795.5,1886,1806,1701,1886,1789,1844,1736
Bulgaria,BGR,2020-09-27,2842,1844,1785.1,1728,1862,1710,1889,1827,1973,1742
Bulgaria,BGR,2020-10-04,3073,1986,1930.7,1832,2023,1934,2067,1888,1969,1714
Bulgaria,BGR,2020-10-11,3403,2084,1966.9,1930,2109,1958,2040,1888,1996,1907
Bulgaria,BGR,2020-10-18,3841,2157,2040.7,2012,2111,2067,2134,1970,2095,1946
Bulgaria,BGR,2020-10-25,4049,2372,2035.1,2065,2135,2061,2094,1911,2122,2020
Bulgaria,BGR,2020-11-01,4171,2732,2068.7,2188,2078,2063,2065,2040,2160,1941
Bulgaria,BGR,2020-11-08,4092,3236,2084.9,2092,2141,2014,2074,2194,2092,1990
Bulgaria,BGR,2020-11-15,3987,3948,2107.1,2221,2129,2112,2137,2027,2143,2042
Bulgaria,BGR,2020-11-22,3657,4407,2062.1,2116,2096,2072,2163,1954,1945,2124
Bulgaria,BGR,2020-11-29,3491,4739,2086.9,2027,2148,2062,2212,2076,2020,2083
Bulgaria,BGR,2020-12-06,3310,4753,2136.5,2008,2299,2021,2319,2126,2143,2010
Bulgaria,BGR,2020-12-13,3132,4370,2175.5,2127,2277,2109,2343,2112,2120,2059
Bulgaria,BGR,2020-12-20,3100,3945,2208.9,2178,2435,2041,2345,2136,2122,2023
Bulgaria,BGR,2020-12-27,3084,3242,2336.1,2158,2807,2252,2434,2120,2219,2251
Bulgaria,BGR,2021-01-03,,2968,2336.1,,,,,,,
Canada,CAN,2020-01-05,6820,6230,6415.1,6235,5250,6185,6630,6095,7155,7085
Canada,CAN,2020-01-12,6785,6210,6454.1,6255,5470,6250,6655,5940,7805,7020
Canada,CAN,2020-01-19,6760,6130,6413.1,6190,5330,6290,6550,5995,8040,6840
Canada,CAN,2020-01-26,6690,6165,6321.1,6045,5415,6060,6430,5935,7760,6570
Canada,CAN,2020-02-02,6485,5855,6108.1,5685,5230,5860,6230,5835,7445,6500
Canada,CAN,2020-02-09,6120,5910,6111.1,5745,5240,6030,6035,5810,7120,6685
Canada,CAN,2020-02-16,6080,5735,6105.1,5655,5430,5870,6020,5860,6740,6415
Canada,CAN,2020-02-23,5990,5685,6056.1,5535,5495,5720,6025,5785,6430,6280
Canada,CAN,2020-03-01,5990,5775,5981.1,5535,5585,5555,5790,5735,6340,6510
Canada,CAN,2020-03-08,5790,5765,5994.1,5555,5445,5605,5920,5745,6140,6370
Canada,CAN,2020-03-15,5645,5675,5888.1,5415,5360,5625,5665,5660,6040,6370
Canada,CAN,2020-03-22,5760,5870,5864.1,5330,5480,5565,5625,5635,5900,6265
Canada,CAN,2020-03-29,5690,5940,5809.1,5255,5325,5490,5700,5570,5860,6295
Canada,CAN,2020-04-05,5880,6310,5757.1,5260,5280,5400,5610,5550,6240,6140
Canada,CAN,2020-04-12,5745,6590,5665.1,5055,5185,5265,5565,5560,6115,6195
Canada,CAN,2020-04-19,5765,6630,5666.1,5265,5155,5230,5395,5575,6110,6110
Canada,CAN,2020-04-26,5980,6930,5612.1,5120,5080,5245,5470,5430,6140,6250
Canada,CAN,2020-05-03,5910,6895,5631.1,5050,5200,5280,5400,5525,6290,6095
Canada,CAN,2020-05-10,5815,6445,5541.1,5070,4990,5210,5300,5420,6450,6110
Canada,CAN,2020-05-17,5825,6120,5421.1,4955,4900,4970,5205,5375,6000,5865
Canada,CAN,2020-05-24,5370,5925,5376.1,4830,4870,4990,5145,5330,5910,5770
Canada,CAN,2020-05-31,5660,5890,5316.1,4865,4845,4885,5080,5210,5870,6065
Canada,CAN,2020-06-07,5360,5540,5267.1,4625,4680,5055,5095,5180,5850,5630
Canada,CAN,2020-06-14,5415,5200,5259.1,4685,4680,4900,5080,5245,5755,5915
Canada,CAN,2020-06-21,5340,5310,5215.1,4625,4830,4800,5110,5010,5605,5900
Canada,CAN,2020-06-28,6175,5290,5247.1,4660,4805,4965,5055,5050,5815,5830
Canada,CAN,2020-07-05,5420,5155,5266.1,4610,4730,4920,5215,5165,5815,5765
Canada,CAN,2020-07-12,5415,5400,5219.1,4625,4660,4835,5100,5165,6080,5715
Canada,CAN,2020-07-19,5420,5275,5151.1,4575,4720,4865,4815,5075,6085,5675
Canada,CAN,2020-07-26,5560,5280,5193.1,4550,4755,4920,4970,5090,6030,5860
Canada,CAN,2020-08-02,5570,5235,5185.1,4730,4700,4870,4975,4955,6030,5820
Canada,CAN,2020-08-09,5490,5240,5207.1,4520,4895,4960,4960,4980,6095,5765
Canada,CAN,2020-08-16,5755,5415,5182.1,4515,4885,4760,4995,5065,6040,5830
Canada,CAN,2020-08-23,5660,5425,5192.1,4635,4735,4905,4925,5060,6000,5970
Canada,CAN,2020-08-30,5835,5240,5234.1,4600,4820,4945,4975,5130,6150,5960
Canada,CAN,2020-09-06,6115,5435,5276.1,4665,4760,5040,5115,5090,6030,5870
Canada,CAN,2020-09-13,5990,5320,5265.1,4600,4905,5045,5080,5000,6060,6005
Canada,CAN,2020-09-20,5980,5465,5297.1,4735,4845,5010,5145,5040,6215,6045
Canada,CAN,2020-09-27,6070,5740,5426.1,4785,4970,5080,5210,5395,6455,6255
Canada,CAN,2020-10-04,6030,5695,5523.1,4880,5130,5145,5300,5450,6550,6595
Canada,CAN,2020-10-11,6195,5785,5554.1,5025,5195,5185,5340,5320,6465,6500
Canada,CAN,2020-10-18,6205,5725,5645.1,5080,5200,5185,5415,5640,6630,6515
Canada,CAN,2020-10-25,6080,5750,5632.1,5045,5235,5190,5465,5540,6725,6220
Canada,CAN,2020-11-01,6280,5905,5710.1,5025,5315,5455,5535,5525,6800,6715
Canada,CAN,2020-11-08,6390,6265,5656.1,4955,5115,5430,5470,5615,6640,6795
Canada,CAN,2020-11-15,6190,6135,5678.1,5040,5075,5425,5485,5655,6820,6715
Canada,CAN,2020-11-22,6265,6135,5711.1,5050,5295,5455,5450,5595,7010,6565
Canada,CAN,2020-11-29,6365,6295,5732.1,4970,5325,5465,5535,5665,7175,6980
Canada,CAN,2020-12-06,6235,6500,5771.1,5175,5165,5450,5635,5740,7160,6935
Canada,CAN,2020-12-13,6440,6575,5877.1,5270,5505,5670,5525,5715,7005,6975
Canada,CAN,2020-12-20,6560,6440,5946.1,5035,5765,5890,5680,5650,7105,6980
Canada,CAN,2020-12-27,6540,6665,6037.1,5035,5825,6020,5700,5905,7350,7075
Canada,CAN,2021-01-03,,6765,6037.1,,,,,,,
Cape Verde,CPV,2020-01-31,243,250,254,273,231,243,262,228,374,
Cape Verde,CPV,2020-02-29,243,226,225.2,235,196,194,278,190,230,
Cape Verde,CPV,2020-03-31,265,212,256.4,275,212,241,276,245,249,
Cape Verde,CPV,2020-04-30,322,221,215,194,218,187,242,201,216,
Cape Verde,CPV,2020-05-31,277,206,208.8,191,195,202,215,208,228,
Cape Verde,CPV,2020-06-30,241,245,203.6,189,183,170,229,214,214,
Cape Verde,CPV,2020-07-31,249,227,222.6,233,195,210,210,232,280,
Cape Verde,CPV,2020-08-31,276,259,250.2,253,250,235,242,238,259,
Cape Verde,CPV,2020-09-30,315,283,233.6,234,222,218,219,242,278,
Cape Verde,CPV,2020-10-31,245,293,236,241,248,202,193,263,245,
Cape Verde,CPV,2020-11-30,233,264,225.4,223,197,187,231,256,234,
Cape Verde,CPV,2020-12-31,269,273,239.6,220,244,208,239,254,225,
Chile,CHL,2020-01-05,2446,2112,2020.2,,1884,1880,1946,2020,2481,2390
Chile,CHL,2020-01-12,2439,2052,1931.4,,1885,1868,1804,1818,2490,2236
Chile,CHL,2020-01-19,2701,2056,1981.4,,1917,2034,1805,1819,2418,2312
Chile,CHL,2020-01-26,2559,1963,1998.2,,1838,2083,1776,1945,2665,2212
Chile,CHL,2020-02-02,2634,1969,2002.7,,1913,1891,1895,1961,2912,2248
Chile,CHL,2020-02-09,2506,1991,1924.9,,1719,1789,1818,2023,3036,2329
Chile,CHL,2020-02-16,2502,1908,1921.2,,1760,1813,1886,1875,3242,2132
Chile,CHL,2020-02-23,2608,1900,1968.2,,1813,1969,1809,1931,3266,2134
Chile,CHL,2020-03-01,2660,1884,1870.4,,1757,1730,1782,1862,3103,2252
Chile,CHL,2020-03-08,2656,1885,1877.4,,1754,1739,1871,1795,2877,2193
Chile,CHL,2020-03-15,2549,1927,1883.4,,1771,1755,1790,1867,2680,2217
Chile,CHL,2020-03-22,2740,2007,1895.2,,1760,1771,1822,1877,2557,2262
Chile,CHL,2020-03-29,2829,2004,1929.2,,1755,1800,1963,1848,2481,2166
Chile,CHL,2020-04-05,2850,2080,1974.4,,1790,1895,1903,1959,2468,2151
Chile,CHL,2020-04-12,2899,2009,2039.7,,1945,1951,1939,1973,2253,2182
Chile,CHL,2020-04-19,2663,2085,1996.9,,1889,1847,1921,1980,2420,2277
Chile,CHL,2020-04-26,2786,2095,2072.9,,2020,1971,1917,2033,2290,2324
Chile,CHL,2020-05-03,2732,2085,2067.9,,1885,1965,1976,2095,2443,2291
Chile,CHL,2020-05-10,2766,2341,2044.2,,1965,1922,1867,2072,2518,2465
Chile,CHL,2020-05-17,2934,2436,2125.4,,1953,2027,2024,2147,2498,2487
Chile,CHL,2020-05-24,3081,2933,2264.7,,2044,2210,2090,2364,2467,2473
Chile,CHL,2020-05-31,3018,3394,2296.4,,2021,2336,2124,2354,2893,2584
Chile,CHL,2020-06-07,3132,3896,2398.7,,2176,2376,2368,2324,2770,2494
Chile,CHL,2020-06-14,3184,3983,2503.2,,2162,2640,2431,2429,2879,2615
Chile,CHL,2020-06-21,3195,3732,2513.4,,2340,2639,2247,2477,2817,2606
Chile,CHL,2020-06-28,3323,3518,2529.7,,2377,2527,2360,2504,2886,2444
Chile,CHL,2020-07-05,3120,3070,2478.2,,2381,2387,2336,2458,3008,2454
Chile,CHL,2020-07-12,3044,2967,2448.7,,2483,2309,2276,2376,3058,2579
Chile,CHL,2020-07-19,2868,2814,2512.7,,2527,2419,2334,2420,3077,2503
Chile,CHL,2020-07-26,2747,2698,2458.2,,2303,2339,2497,2343,2676,2391
Chile,CHL,2020-08-02,2639,2653,2431.9,,2232,2289,2515,2341,2628,2316
Chile,CHL,2020-08-09,2628,2517,2365.9,,2201,2198,2449,2265,2664,2388
Chile,CHL,2020-08-16,2614,2431,2333.2,,2205,2175,2306,2296,2734,2404
Chile,CHL,2020-08-23,2362,2595,2311.2,,2144,2122,2389,2239,2631,2268
Chile,CHL,2020-08-30,2339,2479,2243.9,,2117,2148,2179,2181,2613,2445
Chile,CHL,2020-09-06,2399,2395,2301.2,,2328,2106,2239,2181,2520,2371
Chile,CHL,2020-09-13,2390,2404,2242.4,,2086,2181,2142,2210,2536,2416
Chile,CHL,2020-09-20,2361,2401,2302.4,,2156,2260,2219,2224,2641,2468
Chile,CHL,2020-09-27,2250,2367,2210.9,,2073,2104,2046,2270,2402,2507
Chile,CHL,2020-10-04,2328,2340,2156.9,,1968,2088,2058,2163,2388,2328
Chile,CHL,2020-10-11,2366,2398,2093.2,,1926,1987,1986,2123,2333,2375
Chile,CHL,2020-10-18,2224,2307,2069.2,,1891,1966,2002,2067,2339,2344
Chile,CHL,2020-10-25,2408,2303,2045.7,,1906,1871,2030,2025,2364,2225
Chile,CHL,2020-11-01,2251,2267,2030.7,,1956,1836,1942,2038,2522,2363
Chile,CHL,2020-11-08,2401,2242,2035.2,,1811,1979,1961,2039,2444,2374
Chile,CHL,2020-11-15,2366,2124,1986.4,,1809,1827,1946,2013,2471,2274
Chile,CHL,2020-11-22,2409,2190,2031.2,,1840,1936,1995,2003,2604,2371
Chile,CHL,2020-11-29,2546,2205,1983.7,,1829,1853,1924,1978,2318,2238
Chile,CHL,2020-12-06,2401,2181,1938.2,,1809,1863,1852,1878,2498,2257
Chile,CHL,2020-12-13,2445,2206,1978.4,,1864,1897,1910,1892,2538,2130
Chile,CHL,2020-12-20,2475,2184,1971.4,,1827,1804,1941,1963,2367,2294
Chile,CHL,2020-12-27,2512,2395,1899.7,,1643,1708,1887,2010,2782,2277
Chile,CHL,2021-01-03,,2404,1899.7,,,,,,,
Colombia,COL,2020-01-05,8054,5019,5103.9,4725,4442,4601,4683,5311,6405,5219
Colombia,COL,2020-01-12,8537,5050,4887.1,4565,4405,4614,4431,4663,7083,5238
Colombia,COL,2020-01-19,8573,4937,4905.1,4506,4363,4512,4589,4798,7901,5224
Colombia,COL,2020-01-26,7753,4793,4771.5,4264,4222,4440,4608,4566,8288,5200
Colombia,COL,2020-02-02,7103,4651,4661.7,4170,4152,4272,4450,4507,7751,4953
Colombia,COL,2020-02-09,6401,4760,4606.3,4072,4095,4291,4367,4449,6910,4991
Colombia,COL,2020-02-16,5969,4736,4558.1,4052,4108,4142,4296,4435,6120,4908
Colombia,COL,2020-02-23,5620,4729,4553.7,4091,4072,4174,4225,4449,5456,5011
Colombia,COL,2020-03-01,5624,4565,4590.9,4112,4175,4142,4337,4431,5195,5118
Colombia,COL,2020-03-08,5368,4567,4631.5,4094,4206,4223,4471,4406,5076,4898
Colombia,COL,2020-03-15,5654,4480,4669.1,4246,4200,4122,4564,4456,4972,4990
Colombia,COL,2020-03-22,6015,4529,4614.5,4057,4244,4130,4410,4474,4972,5103
Colombia,COL,2020-03-29,6557,4358,4629.9,4176,4066,4477,4209,4464,4888,5051
Colombia,COL,2020-04-05,7279,4219,4601.7,4052,4098,4319,4349,4433,4917,
Colombia,COL,2020-04-12,8519,4276,4582.1,4047,4137,4151,4308,4510,4784,
Colombia,COL,2020-04-19,8872,4376,4583.5,4040,4196,4230,4311,4383,4994,
Colombia,COL,2020-04-26,8850,4359,4588.7,4018,4092,4275,4387,4414,4940,
Colombia,COL,2020-05-03,8965,4304,4652.7,4167,4154,4042,4507,4636,5180,
Colombia,COL,2020-05-10,9061,4488,4690.9,4223,4301,4158,4436,4579,5129,
Colombia,COL,2020-05-17,9142,4613,4838.7,4245,4611,4488,4695,4397,5118,
Colombia,COL,2020-05-24,9390,4727,4797.3,4142,4509,4316,4625,4637,5167,
Colombia,COL,2020-05-31,9874,4772,4805.9,4010,4549,4467,4714,4532,5302,
Colombia,COL,2020-06-07,10199,5190,4862.7,4078,4525,4313,4816,4824,5348,
Colombia,COL,2020-06-14,10558,5385,4828.5,4119,4513,4303,4757,4693,5394,
Colombia,COL,2020-06-21,10606,5828,4872.7,4254,4484,4142,4813,4913,5419,
Colombia,COL,2020-06-28,10412,6166,4915.7,4322,4515,4379,4839,4766,5892,
Colombia,COL,2020-07-05,9705,6291,4878.9,4346,4316,4366,4789,4820,5960,
Colombia,COL,2020-07-12,8895,6796,4862.7,4313,4295,4372,4739,4837,5967,
Colombia,COL,2020-07-19,7761,7377,4761.5,4105,4072,4305,4695,4873,5443,
Colombia,COL,2020-07-26,7150,7767,4640.7,3945,4156,4231,4491,4623,5473,
Colombia,COL,2020-08-02,6385,8131,4678.7,4053,4143,4335,4429,4676,5301,
Colombia,COL,2020-08-09,5891,7926,4758.5,4281,4263,4234,4574,4683,5271,
Colombia,COL,2020-08-16,5673,7693,4717.3,4067,4154,4356,4607,4645,5065,
Colombia,COL,2020-08-23,5383,7193,4651.7,3967,4019,4193,4457,4865,5182,
Colombia,COL,2020-08-30,5136,6845,4671.9,4065,4103,4215,4427,4792,5225,
Colombia,COL,2020-09-06,5099,6613,4664.7,4205,4061,4224,4414,4662,5147,
Colombia,COL,2020-09-13,5028,6427,4629.9,4113,4000,4329,4382,4568,4894,
Colombia,COL,2020-09-20,5259,6290,4690.3,4186,4164,4345,4400,4599,4891,
Colombia,COL,2020-09-27,5051,6200,4574.1,4190,3998,4248,4285,4392,4871,
Colombia,COL,2020-10-04,5180,6053,4624.5,4201,4043,4282,4257,4582,4986,
Colombia,COL,2020-10-11,5105,6227,4658.5,4143,4162,4351,4339,4540,5045,
Colombia,COL,2020-10-18,5041,6226,4641.9,4022,4127,4416,4306,4581,5115,
Colombia,COL,2020-10-25,5080,6349,4562.9,4004,4049,4151,4253,4600,4992,
Colombia,COL,2020-11-01,5156,6124,4676.7,4209,4021,4273,4391,4732,5000,
Colombia,COL,2020-11-08,5317,6301,4694.5,4138,4155,4399,4317,4706,4948,
Colombia,COL,2020-11-15,5316,6169,4702.9,4334,4111,4191,4472,4649,5040,
Colombia,COL,2020-11-22,5309,6281,4733.3,4276,4237,4251,4407,4738,5314,
Colombia,COL,2020-11-29,5523,6313,4772.5,4260,4178,4363,4595,4709,5233,
Colombia,COL,2020-12-06,5635,6250,4907.5,4330,4438,4541,4713,4758,5383,
Colombia,COL,2020-12-13,5510,6682,4908.5,4295,4571,4456,4719,4744,5391,
Colombia,COL,2020-12-20,5901,6724,4933.3,4273,4566,4518,4744,4808,5561,
Colombia,COL,2020-12-27,5959,7237,5095.3,4522,4747,4542,4935,4973,5727,
Colombia,COL,2021-01-03,,7881,5095.3,,,,,,,
Costa Rica,CRI,2020-01-31,2676,2089,2214.8,1926,1977,2147,1973,2090,2506,2516
Costa Rica,CRI,2020-02-29,2076,1958,1878.2,1544,1720,1639,1773,1754,2495,2121
Costa Rica,CRI,2020-03-31,2274,2064,2066.4,1764,1818,1886,1956,1947,2401,2410
Costa Rica,CRI,2020-04-30,2314,1814,2026.4,1670,1813,1827,1870,1991,2128,2324
Costa Rica,CRI,2020-05-31,3022,1871,2099,1711,1851,1869,2061,2042,2467,2348
Costa Rica,CRI,2020-06-30,2636,1856,2104,1680,1773,1818,2013,2275,2502,2482
Costa Rica,CRI,2020-07-31,2486,2045,2094,1694,1882,1961,1936,2036,2556,2644
Costa Rica,CRI,2020-08-31,2742,2297,2115,1760,1866,1965,2017,2006,2435,2432
Costa Rica,CRI,2020-09-30,3169,2500,2065.2,1660,1702,1980,2027,1996,2343,2353
Costa Rica,CRI,2020-10-31,2958,2495,2146.2,1762,1921,2042,1971,2074,2295,2485
Costa Rica,CRI,2020-11-30,2360,2395,2145.2,1791,2021,2037,1933,1983,2304,2440
Costa Rica,CRI,2020-12-31,2368,2821,2346.2,2077,2259,2080,2256,2098,2499,2634
Croatia,HRV,2020-01-05,1338,1033,1186.7,1177,1115,1465,1128,1154,1411,1269
Croatia,HRV,2020-01-12,1355,1056,1237.3,1254,1032,1621,1165,1220,1407,1155
Croatia,HRV,2020-01-19,1307,1016,1232.1,1276,1074,1475,1203,1238,1452,1127
Croatia,HRV,2020-01-26,1242,1134,1212.9,1231,1114,1369,1137,1319,1549,1112
